tv_show,episode,rating,year,total_votes,desc,genre,encoded_title,genre1,genre2,genre3
Chuck,Chuck Versus the Subway,9.4,2010,1321,"Casey goes undercover to protect his daughter from The Ring, Big Mike receives some shocking news regarding the Buy More, and Chuck's father becomes the team's only chance of survival against The Ring.","Action, Comedy, Drama",tt0934814,Action,Comedy,Drama
Futurama,The Late Philip J. Fry,9.4,2010,3568,"Fry agrees to travel one minute into the future in Farnsworth's new time machine right before a big date with Leela, but they wind up going far into the future with no way to go back in time.","Animation, Adventure, Comedy",tt0149460,Animation,Adventure,Comedy
Smallville,Salvation,9.4,2010,1132,"Zod unleashes his army upon the world, forcing Chloe to call in reinforcements from old friends. Zod tells Lois he is The Blur and asks her to steal the Book of Rao from Clark. Torn between...                See full summary »","Adventure, Drama, Romance",tt0279600,Adventure,Drama,Romance
One Piece,Raid! Inheriting Oden's Will,9.4,2021,2550,Allies that wish to free the Land of Wano from the grasp of Kaido get reunited to strike their enemies! Kaido finds himself facing the ghost of a man he both despised and respected. The first big spark of great defiance flashes!,"Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
Arcane,The Boy Savior,9.4,2021,9235,Caitlyn and Vi meet an ally in Zaun's streets and head into a frenzied battle with a common foe. Viktor makes a dire decision.,"Animation, Action, Adventure",tt11126994,Animation,Action,Adventure
Arcane,Oil and Water,9.4,2021,8992,Disowned heir Mel and her visiting mother trade combat tactics. Caitlyn and Vi forge an unlikely alliance. Jinx undergoes a startling change.,"Animation, Action, Adventure",tt11126994,Animation,Action,Adventure
Arcane,When These Walls Come Tumbling Down,9.4,2021,9884,"An eager protege undermines his mentor on the council as a magical tech rapidly evolves. With authorities in pursuit, Jinx must face her past.","Animation, Action, Adventure",tt11126994,Animation,Action,Adventure
Succession,Chiantishire,9.4,2021,3680,"After a tense board meeting to discuss acquisition of Matsson's GoJo, Roman shares his suspicions about their mother's new beau with Shiv. As a luxe family wedding gets underway in Italy, ...                See full summary »",Drama,tt7660850,Drama,,
How I Met Your Mother,The Playbook,9.4,2009,6414,"When Barney hooks up with a woman Lily had been saving for Ted, she gets revenge by stealing his ""playbook,"" which contains all the moves he uses to pick up women. But will Barney have the last laugh?","Comedy, Romance",tt0460649,Comedy,Romance,
Monk,Mr. Monk and the End: Part 2,9.4,2009,1650,A videotaped clue from Trudy provides Monk with the clues he needs to solve her murder - but he has very little time to catch her killer while finding out what poisoned him.,"Comedy, Crime, Drama",tt0312172,Comedy,Crime,Drama
It's Always Sunny in Philadelphia,The D.E.N.N.I.S. System,9.4,2009,3475,"Dennis presents his fool-proof plan for picking up chicks, but soon finds that the gang each has their own fool-proof plans for one-upping each other.",Comedy,tt0472954,Comedy,,
1883,The Fangs of Freedom,9.4,2022,1228,"Shea and Thomas cope with the aftermath of the river crossing, but there is little time to grieve and no shortage of challenges ahead. Elsa and Ennis share a romantic moment.","Drama, Western",tt13991232,Drama,Western,
Dracula,Episode #1.15,9.4,2021,1274,Add a Plot,"Comedy, Drama",tt14261264,Comedy,Drama,
One Piece,Kaido's Trump Card - Introducing the Tobi Roppo,9.4,2021,6408,"The Straw Hat Pirates enter Onigashima's torii gate. Queen begins the Golden Kagura festivities, and the Tobi Roppo meet to hear their captain's request.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
Dracula,Episode #1.14,9.4,2021,1404,Add a Plot,"Comedy, Drama",tt14261264,Comedy,Drama,
One Piece,A New Member! Knight of the Sea Jinbe!,9.4,2021,2026,Zoro and Sanji team up to fight the guard as Luffy and Jimbei attack Kaido's men.,"Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
One Piece,A Tearful Promise! The Kidnapped Momonosuke!,9.4,2021,1802,The Beast Pirates start attacking the samurai's ships from a distance. An old ally comes to Straw Hats' aid.,"Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
The Office,Niagara: Part 1,9.4,2009,6574,"The Office travels to Niagara Falls to celebrate Jim and Pam's wedding under strict orders not to mention Pam's pregnancy. Michael, Dwight, and Andy all want to hook up with guests at the wedding and Michael and Dwight meet twins.",Comedy,tt0386676,Comedy,,
Dracula,Episode #1.12,9.4,2021,1627,Add a Plot,"Comedy, Drama",tt14261264,Comedy,Drama,
One Piece,The Worst Generation Charges in! The Battle of the Stormy Sea,9.4,2021,2903,"Luffy, Law, and Kid join the Akazaya samurai and begin to fight Kaido's army.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
Young Royals,Episode #1.5,9.4,2021,1380,August and Wilhelm face off over how to resolve a disciplinary problem at school. Sara revels in hanging out with Felice and her friends.,"Drama, Romance",tt14664414,Drama,Romance,
Broken But Beautiful,Love and all other drugs,9.4,2021,4992,"Rumi is living a seemingly perfect life. But she isn't content as long as Ishan does not see her as a partner. She is jealous that Ishan is growing close to Gul and decides to become a thorn in their way, but her actions backfire.","Drama, Romance",tt8317568,Drama,Romance,
One Piece,The Sea Is For Pirates! Raid! To Onigashima,9.4,2021,2770,"With no allies coming to their aid, the Nine Red Scabbards row to Onigashima on their own.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
One Piece,Oden Wouldn't Be Oden If It Wasn't Boiled!,9.4,2021,3727,Oden throws his friends to safety and exchanges final words with Kaido.,"Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
Attack on Titan,Sneak Attack,9.4,2022,23810,"The Beast Titan joins the fray, but General Magath is determined to take him down. Meanwhile, with the city in flames, Colt and Gabi rush to rescue Falco who's held captive by the Jaegerists.","Animation, Action, Adventure",tt2560140,Animation,Action,Adventure
The Book of Boba Fett,Chapter 5: Return of the Mandalorian,9.4,2022,16825,An unexpected ally emerges.,"Action, Adventure, Sci-Fi",tt13668894,Action,Adventure,Sci-Fi
Aspirants,Pre... Mains Aur Life,9.4,2021,4569,"IAS Abhilash Sharma is struggling when the past meets the present. Things take a turn when a mentor from the past, returns as a friend.",Drama,tt14392248,Drama,,
Aspirants,Positive Approach Rakh Yaar,9.4,2021,6028,"Taunted for his 'negative approach', Abhilash switches to studying at the library. Things turn 'positive' when Dhairya enters his life.",Drama,tt14392248,Drama,,
Dexter,Hungry Man,9.4,2009,5679,"Dexter learns more about Arthur's bizarre and twisted world, while Rita has her hands full preparing Thanksgiving dinner for a full house, Debra uses the holiday to further investigate Trinity, and Batista gets closure on an old case.","Crime, Drama, Mystery",tt0773262,Crime,Drama,Mystery
Cobra Kai,The Rise,9.4,2021,3194,"The tournaments comes to a shocking end, with the aftermath leaving its participants reeling - and two champions facing uncertain futures.","Action, Comedy, Drama",tt7221388,Action,Comedy,Drama
One Piece,Sentenced to Boil! Oden's Deadly Hour!,9.4,2021,2507,"Having been defeated by Kaidou, Oden is captured and sentenced, along with his retainers, to be executed in the middle of the Flower Capital.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
One Piece,The Moment of Conclusion! Oden vs. Kaido!,9.4,2021,3176,Oden and the nine Ninjas march toward Kaido's area for revenge. Suddenly something shows up in their way.,"Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
One Piece,Raid! Oden and the Nine Red Scabbards,9.4,2021,2134,Orochi travels to Kuri revealing his evil plan as Oden finally decides to take down Kaido,"Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
One Piece,Sad News: The Opening of the Great Pirate Era,9.4,2021,2055,"After seeing the state of Wano, a vengeful Oden sets out to the Flower Capital with his swords pointed at Orochi.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
One Piece,To Wano Country! The Roger Pirates Disband,9.4,2021,2388,"After reaching the last island and becoming the ""King of all Pirates"" Gol D. Roger disbands the Roger pirates. Oden returns to his home.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
Californication,The Apartment,9.4,2009,2004,"A night of hedonistic abandon with one of his students and a pair of strippers ends badly when Hank is besieged by Charlie, an angry Rick Springfield, two of his other lovers, and his boss - resulting in an epic showdown.","Comedy, Drama",tt0904208,Comedy,Drama,
One Piece,Roger to Rayleigh: Kaizoku Ou to Sono Migiude,9.4,2009,1024,"Upon arriving back at Shakky's Bar, Silvers Rayleigh reveals to the Straw Hats that he was the first mate of the legendary Gol D. Roger and also reveals the truth about his crew's dismissal.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
One Piece,The Pirate King is Born: Arriving at the Last Island!,9.4,2021,6231,"Oden, forced by an ill Toki, leaves her and their children at Wano sailing again on the Oro Jackson. At Zou, Roger finds the last Road Poneglyph. Despite his worsening health, Roger and his crew reach the Grand Line's final island.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
One Piece,Devoting His Life! Roger's Adventure,9.4,2021,2823,Roger pirates sail around the Grandline and meet some old friends.,"Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
One Piece,Roger's Wish! A New Journey!,9.4,2021,2943,"After an intense and lasting battle between the most fomented pirate gangs in the world, Roger discovers Oden's skill, spent for years in the Kouzuki clan, and decides to make an unpredictable invitation.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
One Piece,Whitebeard's Little Brother! Oden's Great Adventure!,9.4,2021,2415,"Toki tends to Oden after he rescued her from the kidnappers. On the next day, they are confronted by the kidnappers and their leader, Karma. Whitebeard intervenes and knocks out Karma. ...                See full summary »","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
The Family Man,The Final Act,9.4,2021,4456,"News about JK forces Srikant to rush back to Chennai. Raji hears about Sajid's fate. Dhriti finds out the true nature of Srikant's job. Prime Minister Basu reaches Chennai for bilateral talks with the Lankan President, Rupatunga. Srikant and team race against time to prevent a deadly attack on the two premiers.","Action, Comedy, Drama",tt9544034,Action,Comedy,Drama
The Family Man,Martyrs,9.4,2021,3978,Srikant and team manage to nab Raji. But they find out the hard way that they are way in over their heads. TASC suffers a tragic loss.,"Action, Comedy, Drama",tt9544034,Action,Comedy,Drama
Brooklyn Nine-Nine,The Last Day Pt 1,9.4,2021,2264,The squad takes stock of their eight years together and look toward's their future.,"Comedy, Crime",tt2467372,Comedy,Crime,
Scam 1992: The Harshad Mehta Story,Matador,9.4,2020,1639,"Once Sucheta get to know from Venkatarajan about the involvement of NHB in the scam, she releases this news which leads CBI to start with interrogation of Pherwani. Harshad fears of Pherwani telling the truth. What will Harshad do next?","Biography, Crime, Drama",tt12392504,Biography,Crime,Drama
The Mandalorian,Chapter 13: The Jedi,9.4,2020,28437,The Mandalorian travels to a world ruled by a ruthless magistrate who has made a powerful enemy.,"Action, Adventure, Fantasy",tt8111088,Action,Adventure,Fantasy
Sons of Anarchy,Na Triobloidi,9.4,2009,3158,"As SAMCRO attempts to rid Charming of Ethan Zobelle and The League permanently, familiar faces present new challenges.","Crime, Drama, Thriller",tt1124373,Crime,Drama,Thriller
Naruto,Namida no houkou! Omae wa ore no tomodachi da,9.4,2005,1019,"Naruto proves to be too much for Sasuke to handle as Naruto fights back with renewed vigor. Finally acknowledging Naruto's strength, Sasuke puts on his forehead protector, symbolizing both ...                See full summary »","Animation, Action, Adventure",tt0409591,Animation,Action,Adventure
Dark,Life and Death,9.4,2020,12567,"In 2020, a visitor delivers a warning to Claudia. The day before the apocalypse, Jonas begins to question Eve's motives.","Crime, Drama, Mystery",tt5753856,Crime,Drama,Mystery
"Re: Zero, Starting Life in Another World",Parent and Child,9.4,2020,1020,Subaru meets his parents again during the trial offered by the greed witch. What starting a new life in an isekai truly mean.,"Animation, Adventure, Drama",tt5607616,Animation,Adventure,Drama
Band of Brothers,The Breaking Point,9.4,2001,7363,"Easy Company remains in the Ardennes Forest preparing for an inevitable attack on German forces in the town of Foy. However, morale is low due to cold weather, constant shelling, poor leadership, and numerous casualties.","Drama, History, War",tt0185906,Drama,History,War
She-Ra and the Princesses of Power,Failsafe,9.4,2020,1112,"A strike team infiltrates Mystacor, searching for the Heart's failsafe, the Crystal of Arxia. Entrapta and Swift Wind gather data on the chip network.","Animation, Action, Adventure",tt7745956,Animation,Action,Adventure
